location;chrom;start;end;CIRCexplorer2_name;CircBank_Name;S04_P;S05_P;S14_P;S19_P;S16_N;S02_N;S23_N;S07_N
chr1:170508350-170513986;chr1;170508350;170513986;HSA_CIRCpedia_28679;hsa_circGORAB_001;NA;NA;NA;1;NA;NA;NA;NA
chr2:197637639-197656184;chr2;197637639;197656184;hsa-circ-GTF3C3.20;hsa_circGTF3C3_004;NA;NA;NA;3;NA;NA;NA;NA
chr15:86278222-86279365;chr15;86278222;86279365;HSA_CIRCpedia_83995;NA;1;NA;NA;3;NA;NA;4;NA
chr6:35586872-35588051;chr6;35586872;35588051;HSA_CIRCpedia_54848;hsa_circFKBP5_008;NA;1;NA;1;NA;NA;NA;NA
chr8:103339969-103358623;chr8;103339969;103358623;HSA_CIRCpedia_59715;hsa_circUBR5_044;NA;NA;NA;1;NA;NA;1;NA
chrX:14861781-14883702;chrX;14861781;14883702;hsa-circ-FANCB-overlap.6;hsa_circFANCB_004;NA;NA;NA;2;NA;NA;NA;1
chr6:146007257-146044096;chr6;146007257;146044096;hsa-circ-EPM2A-overlap.2;NA;NA;NA;NA;1;NA;NA;NA;NA
chr17:30509775-30535328;chr17;30509775;30535328;HSA_CIRCpedia_20154;hsa_circRHOT1_023;NA;1;NA;1;NA;NA;NA;NA
chr18:2750040-2750505;chr18;2750040;2750505;HSA_CIRCpedia_131983;NA;NA;NA;NA;1;NA;NA;NA;NA
chr6:80877394-80912929;chr6;80877394;80912929;HSA_CIRCpedia_55602;hsa_circBCKDHB_007;NA;NA;NA;1;NA;NA;NA;NA
chr15:65261591-65275931;chr15;65261591;65275931;HSA_CIRCpedia_15204;hsa_circSPG21_007;NA;NA;NA;4;NA;2;NA;NA
chr17:35979812-35981565;chr17;35979812;35981565;HSA_CIRCpedia_78371;hsa_circDDX52_012;NA;NA;NA;3;NA;NA;NA;NA
chr8:100123325-100133673;chr8;100123325;100133673;HSA_CIRCpedia_89510;hsa_circVPS13B_013;NA;NA;NA;2;NA;NA;NA;NA
chr7:43635499-43666185;chr7;43635499;43666185;hsa-circ-STK17A-overlap.1;NA;NA;NA;NA;1;NA;NA;NA;NA
chr4:174145264-174169591;chr4;174145264;174169591;hsa-circ-GALNT7-overlap.7;NA;NA;NA;NA;7;NA;NA;NA;NA
chr17:65628258-65671658;chr17;65628258;65671658;HSA_CIRCpedia_22155;hsa_circPITPNC1_006;NA;NA;NA;1;NA;NA;NA;NA
chr2:55870292-55871855;chr2;55870292;55871855;HSA_CIRCpedia_41729;hsa_circPNPT1_028;NA;NA;NA;2;NA;NA;2;NA
chr11:43421437-43429127;chr11;43421437;43429127;HSA_CIRCpedia_4380;hsa_circTTC17_014;1;NA;NA;2;NA;NA;NA;NA
chr9:130536268-130536746;chr9;130536268;130536746;HSA_CIRCpedia_62913;NA;NA;NA;NA;5;NA;NA;NA;NA
chr2:85875052-85876326;chr2;85875052;85876326;hsa-circ-USP39-overlap.14;NA;NA;NA;NA;2;NA;NA;4;NA
chr19:17652944-17654440;chr19;17652944;17654440;HSA_CIRCpedia_86807;NA;NA;1;NA;2;NA;NA;NA;NA
chr20:35260997-35262992;chr20;35260997;35262992;HSA_CIRCpedia_376042;NA;NA;NA;NA;2;NA;NA;NA;NA
chr10:70180397-70182647;chr10;70180397;70182647;hsa-circ-DNA2-overlap.17;hsa_circDNA2_049;NA;NA;NA;1;NA;NA;NA;NA
chr20:47569241-47580435;chr20;47569241;47580435;HSA_CIRCpedia_34527;hsa_circARFGEF2_014;NA;1;NA;3;NA;NA;3;NA
chr2:29164326-29170027;chr2;29164326;29170027;hsa-circ-WDR43-overlap.3;hsa_circWDR43_038;NA;NA;NA;1;NA;NA;NA;NA
chr1:67423741-67424666;chr1;67423741;67424666;HSA_CIRCpedia_139583;NA;NA;NA;NA;1;NA;NA;NA;NA
chr16:19627435-19641142;chr16;19627435;19641142;HSA_CIRCpedia_16822;hsa_circC16orf62_028;NA;NA;NA;2;NA;NA;NA;NA
chr5:139865173-139889766;chr5;139865173;139889766;HSA_CIRCpedia_50523;hsa_circANKHD1-EIF4EBP3_030;NA;NA;NA;1;NA;NA;NA;NA
chr5:172507587-172550205;chr5;172507587;172550205;HSA_CIRCpedia_147365;hsa_circC5orf41_003;NA;NA;NA;1;NA;NA;NA;NA
chr2:20478343-20527139;chr2;20478343;20527139;HSA_CIRCpedia_39344;hsa_circPUM2_028;NA;NA;NA;1;NA;NA;1;NA
chr12:123705918-123710898;chr12;123705918;123710898;HSA_CIRCpedia_127985;NA;NA;NA;NA;1;NA;NA;NA;NA
chr20:18278628-18287037;chr20;18278628;18287037;HSA_CIRCpedia_33422;hsa_circZNF133_005;2;4;NA;7;NA;NA;NA;1
chr2:27693794-27695229;chr2;27693794;27695229;HSA_CIRCpedia_40608;hsa_circIFT172_008;NA;NA;NA;1;NA;NA;NA;NA
chr2:231624673-231675037;chr2;231624673;231675037;HSA_CIRCpedia_93842;NA;NA;NA;NA;1;NA;NA;NA;NA
chr12:3916053-3973123;chr12;3916053;3973123;hsa-circ-PARP11-overlap.27;hsa_circPARP11_004;NA;NA;NA;2;NA;NA;NA;NA
chr16:9023225-9024254;chr16;9023225;9024254;HSA_CIRCpedia_19235;hsa_circUSP7_001;2;NA;NA;5;NA;NA;3;1
chr19:42392134-42392936;chr19;42392134;42392936;HSA_CIRCpedia_26012;NA;NA;NA;NA;1;NA;NA;NA;NA
chr19:10883154-10893796;chr19;10883154;10893796;HSA_CIRCpedia_24623;hsa_circDNM2_007;NA;NA;NA;1;NA;NA;NA;NA
chr2:175945387-175983097;chr2;175945387;175983097;HSA_CIRCpedia_38691;hsa_circATF2_010;NA;5;NA;1;NA;NA;NA;1
chr1:165712403-165728821;chr1;165712403;165728821;HSA_CIRCpedia_28548;NA;NA;NA;NA;2;NA;NA;NA;NA
chr20:13550153-13561628;chr20;13550153;13561628;HSA_CIRCpedia_33376;hsa_circTASP1_028;NA;NA;NA;2;NA;NA;NA;NA
chr2:61472344-61505578;chr2;61472344;61505578;HSA_CIRCpedia_134321;hsa_circUSP34_160;NA;NA;NA;3;NA;NA;NA;NA
chr20:39721111-39744079;chr20;39721111;39744079;HSA_CIRCpedia_366170;NA;NA;NA;NA;1;NA;NA;NA;NA
chr16:68355328-68358735;chr16;68355328;68358735;HSA_CIRCpedia_18294;hsa_circPRMT7_001;NA;NA;NA;3;NA;NA;NA;NA
chr1:16621277-16643066;chr1;16621277;16643066;hsa-circ-FBXO42-overlap.6;NA;NA;NA;NA;2;NA;NA;NA;NA
chr18:46889530-46918015;chr18;46889530;46918015;HSA_CIRCpedia_23936;hsa_circDYM_007;NA;NA;NA;1;NA;NA;NA;NA
chr1:52305897-52306186;chr1;52305897;52306186;HSA_CIRCpedia_151147;NA;NA;NA;NA;2;NA;NA;NA;NA
chr3:41746548-41795980;chr3;41746548;41795980;HSA_CIRCpedia_45616;hsa_circULK4_023;NA;NA;NA;1;NA;NA;NA;NA
chr1:234593412-234608557;chr1;234593412;234608557;HSA_CIRCpedia_30671;hsa_circTARBP1_002;NA;NA;NA;2;NA;NA;NA;NA
chr2:180036846-180102160;chr2;180036846;180102160;hsa-circ-SESTD1-overlap.2;hsa_circSESTD1_001;NA;NA;NA;2;NA;NA;NA;NA
chr10:76910271-76928416;chr10;76910271;76928416;HSA_CIRCpedia_2461;hsa_circSAMD8_003;NA;NA;NA;1;NA;NA;NA;NA
chr14:55423751-55424353;chr14;55423751;55424353;HSA_CIRCpedia_12428;hsa_circWDHD1_028;2;NA;NA;4;NA;NA;2;NA
chr10:27301810-27303640;chr10;27301810;27303640;HSA_CIRCpedia_75906;hsa_circANKRD26_037;NA;1;NA;2;NA;2;4;NA
chr4:88097908-88099772;chr4;88097908;88099772;HSA_CIRCpedia_49507;NA;NA;NA;NA;1;NA;NA;NA;NA
chr14:57696451-57700750;chr14;57696451;57700750;HSA_CIRCpedia_12479;hsa_circEXOC5_009;NA;NA;NA;3;NA;2;NA;NA
chr1:235880011-235897959;chr1;235880011;235897959;HSA_CIRCpedia_110820;NA;NA;1;NA;1;NA;NA;NA;NA
chr4:26387974-26422347;chr4;26387974;26422347;HSA_CIRCpedia_116844;NA;NA;NA;NA;2;NA;NA;NA;NA
chr21:34955793-34958487;chr21;34955793;34958487;HSA_CIRCpedia_96521;hsa_circDONSON_003;NA;NA;NA;1;NA;NA;NA;NA
chr1:9931244-9938047;chr1;9931244;9938047;HSA_CIRCpedia_33322;hsa_circCTNNBIP1_002;5;8;NA;3;NA;NA;NA;1
chr2:118693070-118698873;chr2;118693070;118698873;HSA_CIRCpedia_37632;hsa_circCCDC93_011;NA;NA;NA;1;NA;NA;NA;NA
chr12:110570351-110574665;chr12;110570351;110574665;HSA_CIRCpedia_72305;NA;NA;NA;NA;1;NA;NA;NA;NA
chr16:19083249-19085357;chr16;19083249;19085357;HSA_CIRCpedia_16791;hsa_circCOQ7_001;NA;NA;NA;1;NA;NA;NA;NA
chr16:21327204-21328447;chr16;21327204;21328447;hsa_circ_0002855;hsa_circCRYM-AS1_002;NA;NA;NA;4;NA;NA;NA;2
chr4:42576635-42583749;chr4;42576635;42583749;HSA_CIRCpedia_123890;hsa_circATP8A1_026;NA;NA;NA;5;NA;3;1;NA
chr2:240078347-240085619;chr2;240078347;240085619;HSA_CIRCpedia_40207;hsa_circHDAC4_020;NA;NA;NA;3;NA;NA;4;1
chr1:24082332-24083615;chr1;24082332;24083615;HSA_CIRCpedia_139267;NA;NA;3;NA;1;NA;NA;NA;NA
chr1:22047528-22056325;chr1;22047528;22056325;HSA_CIRCpedia_30108;hsa_circUSP48_019;5;NA;NA;3;NA;NA;5;NA
chr10:94693900-94700581;chr10;94693900;94700581;HSA_CIRCpedia_2804;hsa_circEXOC6_037;NA;4;NA;1;NA;NA;NA;NA
chr11:113933932-113935290;chr11;113933932;113935290;HSA_CIRCpedia_3309;hsa_circZBTB16_001;2;10;NA;8;NA;1;9;NA
chr2:8910799-8958923;chr2;8910799;8958923;HSA_CIRCpedia_42573;hsa_circKIDINS220_012;NA;NA;NA;1;NA;NA;NA;NA
chr9:137293477-137300965;chr9;137293477;137300965;HSA_CIRCpedia_63369;NA;4;2;NA;3;NA;NA;NA;3
chr1:173725061-173726298;chr1;173725061;173726298;HSA_CIRCpedia_28783;hsa_circKLHL20_005;NA;1;NA;1;NA;NA;NA;NA
chr2:210905143-210940480;chr2;210905143;210940480;HSA_CIRCpedia_116142;hsa_circC2orf67_016;NA;NA;NA;4;NA;NA;2;2
chr21:40619626-40622815;chr21;40619626;40622815;HSA_CIRCpedia_35533;hsa_circBRWD1_068;NA;NA;NA;1;NA;NA;NA;NA
chr22:41926690-41936799;chr22;41926690;41936799;HSA_CIRCpedia_36866;hsa_circPOLR3H_004;NA;NA;NA;2;NA;NA;1;NA
chr9:88257741-88307728;chr9;88257741;88307728;HSA_CIRCpedia_140885;hsa_circAGTPBP1_014;NA;NA;NA;3;NA;NA;NA;NA
chr20:18139727-18143589;chr20;18139727;18143589;HSA_CIRCpedia_33421;hsa_circCSRP2BP_005;NA;1;NA;2;NA;NA;NA;NA
chr8:29003894-29007900;chr8;29003894;29007900;HSA_CIRCpedia_354060;NA;NA;NA;NA;1;NA;NA;NA;NA
chr13:95686858-95715113;chr13;95686858;95715113;HSA_CIRCpedia_11197;hsa_circABCC4_054;NA;1;NA;1;NA;NA;NA;1
chr3:51466712-51467664;chr3;51466712;51467664;HSA_CIRCpedia_46257;hsa_circVPRBP_020;NA;NA;NA;1;NA;NA;NA;NA
chr9:132658116-132671278;chr9;132658116;132671278;HSA_CIRCpedia_125713;hsa_circFNBP1_020;1;2;NA;6;NA;NA;NA;NA
chr4:106092971-106111662;chr4;106092971;106111662;hsa_circ_0002525;hsa_circTET2_001;NA;NA;NA;2;NA;NA;1;NA
chr1:186313506-186322982;chr1;186313506;186322982;HSA_CIRCpedia_116949;NA;NA;NA;NA;2;NA;NA;NA;NA
chr15:76566752-76589689;chr15;76566752;76589689;hsa-circ-ETFA-overlap.2;hsa_circETFA_002;NA;NA;NA;1;NA;NA;NA;NA
chr2:183866680-183868053;chr2;183866680;183868053;HSA_CIRCpedia_38836;hsa_circNCKAP1_011;NA;NA;NA;1;NA;NA;NA;NA
chr19:12825634-12826553;chr19;12825634;12826553;HSA_CIRCpedia_24833;hsa_circTNPO2_016;1;2;NA;5;NA;3;6;NA
chr15:64686144-64693020;chr15;64686144;64693020;HSA_CIRCpedia_15155;NA;NA;NA;NA;1;NA;NA;NA;NA
chr7:120764384-120782195;chr7;120764384;120782195;HSA_CIRCpedia_56415;hsa_circC7orf58_017;NA;NA;NA;4;NA;NA;NA;NA
chr20:32207322-32228337;chr20;32207322;32228337;HSA_CIRCpedia_33742;hsa_circCBFA2T2_012;NA;1;NA;2;NA;NA;NA;NA
chr18:9182379-9208801;chr18;9182379;9208801;HSA_CIRCpedia_121278;hsa_circANKRD12_006;NA;NA;NA;5;NA;1;4;6
chr15:72175934-72186119;chr15;72175934;72186119;HSA_CIRCpedia_120757;hsa_circMYO9A_078;NA;NA;NA;1;NA;NA;NA;NA
chr7:91700218-91715000;chr7;91700218;91715000;HSA_CIRCpedia_113606;hsa_circAKAP9_037;NA;3;NA;5;NA;NA;2;NA
chr4:82366679-82369435;chr4;82366679;82369435;HSA_CIRCpedia_373580;NA;NA;NA;NA;1;NA;NA;NA;NA
chr11:121383711-121403261;chr11;121383711;121403261;HSA_CIRCpedia_128682;hsa_circSORL1_020;NA;NA;NA;1;NA;NA;NA;NA
chr6:86346684-86352587;chr6;86346684;86352587;hsa-circ-SYNCRIP-overlap.2;NA;NA;NA;NA;1;NA;NA;NA;NA
chr2:173429230-173435552;chr2;173429230;173435552;HSA_CIRCpedia_135067;NA;NA;NA;NA;2;NA;NA;NA;NA
chr16:50750497-50763812;chr16;50750497;50763812;HSA_CIRCpedia_143963;NA;NA;2;NA;1;NA;NA;NA;NA
chr6:157150360-157185527;chr6;157150360;157185527;hsa-circ-ARID1B-overlap.10;NA;NA;NA;NA;1;NA;2;NA;NA
chr5:54945034-54952602;chr5;54945034;54952602;HSA_CIRCpedia_101053;hsa_circSLC38A9_022;3;NA;NA;2;NA;NA;NA;NA
chr3:59997096-59999990;chr3;59997096;59999990;hsa_circRNA_406288;hsa_circFHIT_002;2;NA;NA;6;NA;NA;8;3
chr15:80367505-80423635;chr15;80367505;80423635;HSA_CIRCpedia_15842;NA;NA;NA;NA;1;NA;NA;NA;NA
chr18:2700536-2707918;chr18;2700536;2707918;HSA_CIRCpedia_23590;hsa_circSMCHD1_026;1;3;NA;3;NA;8;5;1
chr5:80057364-80088663;chr5;80057364;80088663;HSA_CIRCpedia_115780;hsa_circMSH3_021;NA;1;NA;1;NA;NA;NA;NA
chr11:101832471-101834611;chr11;101832471;101834611;HSA_CIRCpedia_3019;hsa_circKIAA1377_002;NA;NA;NA;2;NA;NA;NA;1
chr2:203947941-203949292;chr2;203947941;203949292;HSA_CIRCpedia_39261;hsa_circNBEAL1_026;NA;NA;NA;2;NA;NA;1;NA
chr11:17316870-17323417;chr11;17316870;17323417;HSA_CIRCpedia_3872;hsa_circNUCB2_002;NA;NA;NA;4;NA;NA;3;1
chr6:108645028-108687536;chr6;108645028;108687536;HSA_CIRCpedia_53238;hsa_circLACE1_005;NA;NA;NA;1;NA;NA;1;NA
chr10:120816251-120820840;chr10;120816251;120820840;HSA_CIRCpedia_120063;NA;1;NA;NA;1;NA;NA;1;3
chr20:35635813-35649133;chr20;35635813;35649133;HSA_CIRCpedia_122063;hsa_circRBL1_034;NA;NA;NA;1;NA;NA;NA;NA
chr20:49518553-49520538;chr20;49518553;49520538;HSA_CIRCpedia_34707;hsa_circADNP_011;NA;NA;NA;1;NA;NA;NA;NA
chr12:66597490-66603981;chr12;66597490;66603981;HSA_CIRCpedia_71861;NA;NA;NA;NA;4;NA;NA;NA;NA
chr10:355970-391050;chr10;355970;391050;HSA_CIRCpedia_1610;NA;NA;NA;NA;2;NA;NA;NA;NA
chr14:50666408-50671127;chr14;50666408;50671127;HSA_CIRCpedia_12267;hsa_circSOS2_002;1;1;NA;4;NA;4;NA;NA
chr1:213302869-213303232;chr1;213302869;213303232;HSA_CIRCpedia_29951;NA;NA;2;NA;2;NA;NA;NA;NA
chr10:82228302-82249070;chr10;82228302;82249070;HSA_CIRCpedia_2560;hsa_circTSPAN14_003;NA;3;NA;6;NA;NA;2;3
chr11:20417348-20429578;chr11;20417348;20429578;HSA_CIRCpedia_119484;hsa_circPRMT3_010;NA;NA;NA;2;NA;NA;NA;NA
chr11:108170440-108181042;chr11;108170440;108181042;HSA_CIRCpedia_75204;NA;1;NA;NA;1;NA;1;NA;NA
chr7:129821462-129832663;chr7;129821462;129832663;HSA_CIRCpedia_56697;hsa_circTMEM209_020;NA;1;NA;2;NA;NA;NA;NA
chr5:37302880-37305312;chr5;37302880;37305312;HSA_CIRCpedia_51736;hsa_circNUP155_076;NA;NA;NA;1;NA;NA;NA;NA
chr13:28834583-28854678;chr13;28834583;28854678;HSA_CIRCpedia_10490;hsa_circPAN3_043;NA;NA;NA;1;NA;NA;NA;NA
chr3:172479399-172501699;chr3;172479399;172501699;HSA_CIRCpedia_44452;NA;NA;NA;NA;1;NA;NA;NA;NA
chr5:68417520-68423959;chr5;68417520;68423959;HSA_CIRCpedia_52299;hsa_circSLC30A5_026;NA;NA;NA;1;NA;NA;NA;NA
chr8:99560196-99608397;chr8;99560196;99608397;HSA_CIRCpedia_61952;hsa_circSTK3_017;1;4;NA;5;NA;NA;NA;NA
chr14:31175028-31177271;chr14;31175028;31177271;HSA_CIRCpedia_11842;hsa_circSCFD1_042;NA;NA;NA;2;NA;2;4;NA
chr22:20024282-20040107;chr22;20024282;20040107;HSA_CIRCpedia_35954;hsa_circC22orf25_003;NA;NA;NA;1;NA;NA;NA;NA
chr6:74345104-74346430;chr6;74345104;74346430;HSA_CIRCpedia_55497;hsa_circSLC17A5_013;NA;NA;NA;4;NA;NA;NA;NA
chr11:66204574-66205730;chr11;66204574;66205730;HSA_CIRCpedia_176109;NA;NA;NA;NA;2;NA;NA;NA;NA
chr18:6080879-6312055;chr18;6080879;6312055;HSA_CIRCpedia_132011;hsa_circL3MBTL4_011;NA;NA;NA;1;NA;NA;NA;NA
chr6:118812848-118887479;chr6;118812848;118887479;HSA_CIRCpedia_116781;hsa_circCEP85L_010;NA;NA;NA;3;NA;NA;NA;NA
chr17:76075475-76089844;chr17;76075475;76089844;HSA_CIRCpedia_22539;hsa_circTNRC6C_013;NA;NA;NA;4;NA;NA;NA;2
chr5:14673750-14681733;chr5;14673750;14681733;hsa_circ_0005446;hsa_circFAM105B_003;NA;NA;NA;2;NA;NA;NA;NA
chr4:429558-432421;chr4;429558;432421;HSA_CIRCpedia_68767;NA;NA;NA;NA;1;NA;NA;NA;NA
chr4:68611544-68656229;chr4;68611544;68656229;hsa-circ-GNRHR-antisense.4;hsa_circSNORA62_001;NA;NA;NA;1;NA;NA;NA;NA
chr8:133726240-133769540;chr8;133726240;133769540;HSA_CIRCpedia_89724;NA;3;2;NA;1;NA;NA;1;NA
chr22:24431891-24437721;chr22;24431891;24437721;HSA_CIRCpedia_90275;NA;NA;NA;NA;1;NA;NA;NA;NA
chr17:2568665-2576051;chr17;2568665;2576051;HSA_CIRCpedia_114408;hsa_circPAFAH1B1_007;NA;NA;NA;2;NA;NA;NA;NA
chr6:111708967-111795679;chr6;111708967;111795679;hsa-circ-REV3L-overlap.6;hsa_circREV3L_007;NA;NA;NA;2;NA;NA;NA;NA
chr6:36474359-36507981;chr6;36474359;36507981;HSA_CIRCpedia_146581;NA;1;NA;NA;2;NA;NA;NA;2
chr7:91659208-91668086;chr7;91659208;91668086;HSA_CIRCpedia_132772;hsa_circAKAP9_021;NA;NA;NA;1;NA;NA;NA;NA
chr20:1006220-1012142;chr20;1006220;1012142;hsa-circ-intronic.25848;hsa_circ_chr20_00031;NA;NA;NA;1;NA;NA;NA;NA
chr5:77385216-77425131;chr5;77385216;77425131;HSA_CIRCpedia_52685;hsa_circAP3B1_030;2;NA;NA;6;NA;1;NA;2
chr11:33076138-33083272;chr11;33076138;33083272;HSA_CIRCpedia_4123;NA;NA;NA;NA;1;NA;NA;NA;NA
chr1:46182566-46185012;chr1;46182566;46185012;HSA_CIRCpedia_32110;hsa_circIPP_005;NA;NA;NA;1;NA;NA;NA;NA
chr7:151854845-151871327;chr7;151854845;151871327;HSA_CIRCpedia_176686;NA;NA;NA;NA;1;NA;NA;NA;NA
chr2:68364430-68368927;chr2;68364430;68368927;HSA_CIRCpedia_42091;hsa_circWDR92_005;NA;2;NA;1;NA;NA;NA;2
chr6:43538238-43538731;chr6;43538238;43538731;HSA_CIRCpedia_55131;hsa_circXPO5_011;NA;NA;NA;3;NA;NA;2;NA
chr6:35389596-35392556;chr6;35389596;35392556;HSA_CIRCpedia_54837;NA;NA;NA;NA;1;NA;NA;NA;NA
chr7:91924202-91974380;chr7;91924202;91974380;HSA_CIRCpedia_97988;hsa_circANKIB1_007;NA;NA;NA;1;NA;NA;NA;NA
chr4:54249939-54266006;chr4;54249939;54266006;HSA_CIRCpedia_48821;hsa_circFIP1L1_008;NA;6;NA;4;NA;1;2;NA
chr2:136605622-136610485;chr2;136605622;136610485;HSA_CIRCpedia_69659;hsa_circMCM6_013;NA;1;NA;1;NA;NA;NA;NA
chr14:99866435-99924872;chr14;99866435;99924872;HSA_CIRCpedia_13564;NA;NA;NA;NA;1;NA;1;1;NA
chr15:72637786-72639051;chr15;72637786;72639051;HSA_CIRCpedia_350301;hsa_circHEXA_012;NA;NA;NA;1;NA;NA;NA;NA
chr12:124203169-124212456;chr12;124203169;124212456;HSA_CIRCpedia_7525;NA;NA;NA;NA;2;NA;NA;NA;NA
chr22:41277773-41282519;chr22;41277773;41282519;HSA_CIRCpedia_36780;hsa_circXPNPEP3_007;2;2;NA;2;NA;NA;1;NA
chr1:172520651-172560211;chr1;172520651;172560211;HSA_CIRCpedia_28751;hsa_circC1orf9_005;NA;1;NA;2;NA;NA;NA;NA
chr12:57133077-57137907;chr12;57133077;57137907;HSA_CIRCpedia_350510;NA;NA;NA;NA;1;NA;NA;NA;NA
chr7:111935923-111958328;chr7;111935923;111958328;HSA_CIRCpedia_56345;hsa_circZNF277_006;NA;NA;NA;1;NA;NA;NA;NA
chr8:17824488-17868875;chr8;17824488;17868875;HSA_CIRCpedia_154607;NA;NA;NA;NA;1;NA;NA;NA;NA
chr1:212179980-212194554;chr1;212179980;212194554;HSA_CIRCpedia_29836;hsa_circINTS7_006;2;1;NA;1;NA;1;2;NA
chr22:42262834-42264796;chr22;42262834;42264796;HSA_CIRCpedia_36886;hsa_circSREBF2_003;NA;NA;NA;3;NA;NA;NA;NA
chr1:201823722-201826322;chr1;201823722;201826322;HSA_CIRCpedia_29470;hsa_circIPO9_024;4;3;NA;1;NA;NA;NA;NA
chr11:93523739-93535138;chr11;93523739;93535138;HSA_CIRCpedia_6076;hsa_circMED17_009;2;NA;NA;2;NA;1;NA;NA
chr18:2738394-2743926;chr18;2738394;2743926;HSA_CIRCpedia_23605;NA;NA;NA;NA;1;NA;NA;NA;NA
chr19:23541231-23545541;chr19;23541231;23545541;hsa-circ-ZNF91-overlap.16;hsa_circZNF91_012;NA;NA;NA;1;NA;NA;3;NA
chr6:71442080-71508440;chr6;71442080;71508440;HSA_CIRCpedia_99710;hsa_circSMAP1_004;NA;2;NA;1;NA;NA;NA;NA
chr6:6711104-6712091;chr6;6711104;6712091;hsa-circ-intronic.34057_N;NA;6;NA;NA;2;NA;NA;NA;NA
chr1:194128409-194136845;chr1;194128409;194136845;hsa-circ-intronic.18667;NA;NA;2;NA;5;NA;NA;NA;NA
chr11:45935369-45937854;chr11;45935369;45937854;HSA_CIRCpedia_73815;hsa_circPEX16_003;NA;NA;NA;1;NA;NA;NA;NA
chr9:98728843-98735370;chr9;98728843;98735370;HSA_CIRCpedia_149204;hsa_circC9orf102_022;NA;NA;NA;2;NA;NA;NA;NA
chr12:65130783-65146537;chr12;65130783;65146537;HSA_CIRCpedia_127503;hsa_circGNS_005;NA;1;NA;5;NA;NA;NA;NA
chr16:56518672-56534937;chr16;56518672;56534937;hsa-circ-BBS2.1;hsa_circBBS2_010;3;NA;NA;1;NA;3;NA;NA
chr14:31631798-31638674;chr14;31631798;31638674;hsa_circRNA_405193;NA;NA;NA;NA;1;NA;NA;NA;NA
chr16:14720962-14721193;chr16;14720962;14721193;HSA_CIRCpedia_16440;hsa_circPARN_004;6;NA;NA;3;NA;1;9;4
chr4:6031442-6052406;chr4;6031442;6052406;HSA_CIRCpedia_169572;NA;NA;NA;NA;1;NA;NA;NA;NA
chr14:50667670-50671127;chr14;50667670;50671127;HSA_CIRCpedia_12268;hsa_circSOS2_001;NA;2;NA;1;NA;NA;NA;NA
chrX:123155216-123171473;chrX;123155216;123171473;HSA_CIRCpedia_65132;NA;NA;NA;NA;1;NA;NA;NA;NA
chr4:13462322-13481150;chr4;13462322;13481150;HSA_CIRCpedia_47456;hsa_circRAB28_003;NA;NA;NA;1;NA;NA;NA;NA
chr19:48734916-48745901;chr19;48734916;48745901;hsa-circ-CARD8-overlap.34;NA;NA;1;NA;1;NA;NA;NA;NA
chr2:152982739-153006743;chr2;152982739;153006743;HSA_CIRCpedia_122658;NA;NA;NA;NA;1;NA;NA;NA;NA
chr2:106739425-106761826;chr2;106739425;106761826;HSA_CIRCpedia_37345;hsa_circUXS1_017;NA;NA;NA;1;NA;NA;NA;NA
chr5:137027973-137034097;chr5;137027973;137034097;HSA_CIRCpedia_50326;hsa_circKLHL3_011;2;1;NA;1;NA;NA;NA;NA
chr16:57250815-57255327;chr16;57250815;57255327;HSA_CIRCpedia_17997;hsa_circRSPRY1_011;NA;3;NA;3;NA;NA;NA;NA
chr11:77386080-77413540;chr11;77386080;77413540;HSA_CIRCpedia_128421;NA;NA;NA;NA;1;NA;NA;NA;NA
chr14:96807858-96813678;chr14;96807858;96813678;HSA_CIRCpedia_13535;hsa_circATG2B_003;NA;NA;NA;2;NA;NA;2;NA
chr5:61826535-61897675;chr5;61826535;61897675;HSA_CIRCpedia_136452;NA;NA;NA;NA;2;NA;NA;NA;NA
chr3:132337477-132350323;chr3;132337477;132350323;HSA_CIRCpedia_43589;hsa_circNPHP3-ACAD11_015;2;2;NA;1;NA;NA;2;1
chr3:149570302-149619949;chr3;149570302;149619949;HSA_CIRCpedia_43993;NA;NA;NA;NA;1;NA;NA;NA;NA
chr6:97676769-97679528;chr6;97676769;97679528;HSA_CIRCpedia_360379;NA;NA;NA;NA;1;NA;NA;NA;NA
chr2:118688612-118696687;chr2;118688612;118696687;hsa-circ-CCDC93.17;NA;NA;NA;NA;1;NA;NA;NA;NA
chr13:49742748-49749677;chr13;49742748;49749677;HSA_CIRCpedia_70073;hsa_circFNDC3A_022;5;NA;NA;3;NA;NA;3;1
chr22:50852980-50862043;chr22;50852980;50862043;HSA_CIRCpedia_37170;NA;1;1;NA;1;NA;NA;NA;NA
chr21:40581920-40590586;chr21;40581920;40590586;HSA_CIRCpedia_96601;hsa_circBRWD1_105;NA;NA;NA;1;NA;NA;3;NA
chr3:184654033-184682345;chr3;184654033;184682345;HSA_CIRCpedia_44765;hsa_circVPS8_047;NA;NA;NA;1;NA;NA;NA;NA
chr3:169700494-169703653;chr3;169700494;169703653;HSA_CIRCpedia_372880;NA;NA;NA;NA;1;NA;NA;NA;NA
chr1:214500964-214510283;chr1;214500964;214510283;hsa-circ-SMYD2-overlap.5;hsa_circSMYD2_008;1;NA;NA;3;NA;1;2;NA
chr2:206884459-206952803;chr2;206884459;206952803;hsa-circ-INO80D-overlap.1;hsa_circINO80D_001;NA;NA;NA;2;NA;NA;NA;NA
